,0,1
0,7.671695218325638,7.84759861976881
1,7.68301312434296,7.8477477649797756
2,7.578709793450187,7.84769908450566
3,7.566782060691874,7.847258019807295
4,7.609604333592054,7.847258019807295
5,7.55240545505993,7.847392952933536
6,7.4793013385317755,7.846952868378946
7,7.5689224329788845,7.847111488313061
8,7.531604384498572,7.847047615610446
9,7.424550854577799,7.847202478326761
10,7.703198628617528,7.8476923868565365
11,7.601957345407759,7.847742210831722
12,7.490005591444241,7.847436242616894
13,7.174345878033405,7.846644286447386
14,7.337071567304149,7.846261376946288
15,7.4248555288005536,7.847490640596359
16,7.484196692801619,7.847064441411902
17,7.221450330394055,7.8463701729052175
18,7.000305152518237,7.845920776984773
19,7.0819741062628125,7.845075893051462
20,7.11653717276029,7.845119019377524
21,7.219615588920765,7.845647806943674
22,6.999999999999999,7.845398687067746
23,7.104301896006322,7.845075893051462
24,7.063315321170399,7.845332037291104
25,7.126631598931765,7.8452802530283705
26,7.093901839021128,7.845158388485785
27,7.202486871078886,7.845586874672382
28,7.254791830227616,7.845844979199573
29,7.347167428362074,7.846124320175203
30,7.321165372717154,7.846208939254371
31,7.33278938784368,7.846152580987358
32,7.294249772699454,7.8460566902547875
33,7.2560133968915315,7.845963086524357
34,7.153241568135744,7.845801689516215
35,7.263355710853072,7.845817698531192
36,7.304343242279962,7.846011930355768
37,7.384482128774002,7.846327046579155
38,7.518147062785206,7.846916112987415
39,7.513866796506669,7.84709825637211
40,7.5285475980658845,7.846967080463671
41,7.570757174452173,7.847110508169287
42,7.82279593587889,7.8483072637175155
43,7.826771527934673,7.848361988411572
44,7.947285727637196,7.849030773180129
45,8.002955017214267,7.849096442812996
46,8.023142434670767,7.8491000366735015
47,8.056789565318049,7.849404534672669
48,7.972368021068054,7.8491000366735015
49,7.9910263278649865,7.8490288128925805
50,7.980932379988995,7.84922974236628
51,7.9971432487987455,7.849030773180129
52,7.92373493634332,7.849064261425745
53,8.00020242670885,7.849167829951213
54,8.110622678535382,7.849547472306398
55,8.141517696972729,7.849740887344495
56,8.058318197682135,7.84984608944292
57,8.188315561928691,7.849979552353499
58,8.233888033856873,7.850242884314152
59,8.339720475409214,7.860437686423605
60,8.313719854650742,7.856461569846498
61,8.343392828128692,7.866163849709444
62,8.420473015008112,7.865156425266921
63,8.452588643518409,7.8731050645606295
64,8.485010859433393,7.880854407953596
65,8.465129072790614,7.8790994605259925
66,8.521411537177059,7.880716207681441
67,8.536701687181782,7.8861764252898965
68,8.540986258119668,7.884925435119499
69,8.640701300442768,7.898910779918154
70,8.739497537142773,7.9139785301580545
71,8.693003389818598,7.923909673592263
72,8.682908963647124,7.908631192440922
73,8.60705321320452,7.915011438338706
74,9.054545032335202,7.9673406610110185
75,9.276304819906843,8.002835260933242
76,9.409662209922393,8.057593606592473
77,9.36898413567309,8.061572826958198
78,9.1408037095359,8.01371861404403
79,9.127341604867702,7.985478711623422
80,9.342675014327998,8.035445461085459
81,9.111745345753775,8.041215730841135
82,9.272631510596398,8.014118839418472
83,9.038028532711731,7.9820323627562395
84,8.955746882453264,7.957202217168579
85,8.657830018284645,7.957728881089885
86,8.340028019404867,7.90245743016489
87,8.894570498683425,7.940538956221669
88,8.971960621035914,7.965607930175629
89,9.142332341899985,7.98125641560171
90,9.02824021564946,7.9903412048869455
91,8.88937381825921,7.949259458737515
92,8.901609095013177,7.947828122112675
93,8.844715847294774,7.959167568793031
94,8.721757557673454,7.932326821610012
95,8.398142355491704,7.8897929924591885
96,8.537620492804876,7.892812978784619
97,8.673425320807606,7.922779077748789
98,8.62632421651534,7.90334446028049
99,8.592372411645304,7.928586592967882
100,8.874999604104682,7.936926309627474
101,8.982972896239517,7.963251011113407
102,9.10378985698286,7.994922560244586
103,9.199221763254524,7.98936759540463
104,9.173835752191877,7.993020754608157
105,8.954833338080485,7.9753022055310865
106,8.801280399585222,7.962049518203603
107,8.752036531528528,7.936498966941947
108,8.564538484299993,7.927499286807766
109,8.788130143572024,7.923155779672651
110,8.879891610306142,7.936784188780223
111,8.903443836486465,7.962049518203603
112,9.068923551149078,7.965415005209419
113,9.30016124201444,8.012818515344776
114,9.441471729323487,8.068206930093485
115,9.508762164254186,8.100140504326951
116,9.389473357579444,8.180228378826769
117,9.502037329761368,8.117075428456594
118,9.413946780860279,8.094938064531096
119,9.353688246122568,8.072741891979149
120,9.28333958987273,8.038176631712108
121,9.332279740297635,8.03292044736597
122,8.961257324714413,7.987373982968023
123,8.819327923050194,7.956387717692266
124,8.726038302247472,7.941251847460062
125,8.678934328182308,7.922919401665787
126,8.73062706911263,7.93175752143453
127,9.037722423602526,7.9602251439253315
128,9.019980052655791,7.9801428089169875
129,9.066782700566584,7.965655630505971
130,8.995512368920755,7.97506060009076
131,8.827586651157413,7.9488776927374865
132,8.85603710138048,7.946013712629441
133,8.81688287654043,7.951599551998282
134,8.769471836775093,7.94206046607373
135,8.63733601342346,7.917973432824166
136,8.830337806776381,7.9322309308774415
137,8.902217965163203,7.991071085284091
138,9.048428589696925,7.966136554384484
139,9.076566234674026,7.967965992738922
140,9.056382165285907,7.966617478262997
141,9.203198311901273,7.98936759540463
142,9.107765927334126,7.995279332578374
143,9.020594184056131,7.978930697782964
144,8.99428793248394,7.964693946106241
145,9.134987158165547,7.978640575225818
146,9.137438900812077,7.9818882816214405
147,9.169552137844958,7.9868391511819326
148,9.13040269595974,7.981499654614993
149,9.081161219380462,7.973320681534361
150,9.131931328323825,7.976510396090013
151,9.060357757341688,7.968304469055592
152,8.77834278310072,7.945489825782161
153,8.827282933525625,7.933178729907038
154,8.745005109631023,7.92740437621897
155,8.700344747189172,7.918584389110048
156,8.83278811453646,7.940442738774507
157,8.866434288592776,7.9406332133812825
158,8.768862966625068,7.934980234163913
159,8.761519696072561,7.937068430474724
160,8.64406276109821,7.927971389392312
161,8.464516854572206,7.885852161057951
162,8.55505388486951,7.890442827781445
163,8.475221107484673,7.898631765657115
164,8.516209117207046,7.884045919439501
165,8.543126152111196,7.898631765657115
166,8.561477393207957,7.89309117625918
167,8.782622571083774,7.925421218649287
168,8.838904078879253,7.928774943929813
169,9.04078160151263,7.960272517541082
170,9.011417128621302,7.9638755260548315
171,9.167718352962634,7.987373982968023
172,9.17230998960069,8.00054580843414
173,9.182708133403953,7.987908161324931
174,9.29373582049406,8.018126647310943
175,9.324935991449644,8.027071276036477
176,9.391003903125462,8.039290565111422
177,9.585233959279062,8.131465735991267
178,9.54852956390361,8.158220883951344
179,9.788945745090247,8.282846001476333
180,9.805465114486617,8.362559461054428
181,9.92719992426209,8.376890959962651
182,9.962985992309934,8.488926130708773
183,10.066982735798021,8.512034817114447
